index,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude_deg,source_latitude_uncertainty_km,source_longitude_deg,source_longitude_uncertainty_km,source_depth_km,source_depth_uncertainty_km,split,source_magnitude,source_magnitude_uncertainty,source_magnitude_type,source_magnitude_author,path_back_azimuth_deg,station_network_code,station_code,trace_channel,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_completeness,trace_has_spikes,trace_start_time,trace_S1_arrival_sample,trace_S1_status,trace_S1_polarity,trace_name_original,trace_P1_arrival_sample,trace_P1_status,trace_P1_polarity,trace_Pg_arrival_sample,trace_Pg_status,trace_Pg_polarity,trace_Sg_arrival_sample,trace_Sg_status,trace_Sg_polarity,trace_SmS_arrival_sample,trace_SmS_status,trace_SmS_polarity,trace_PmP_arrival_sample,trace_PmP_status,trace_PmP_polarity,trace_Pn_arrival_sample,trace_Pn_status,trace_Pn_polarity,trace_P_arrival_sample,trace_P_status,trace_P_polarity,trace_Sn_arrival_sample,trace_Sn_status,trace_Sn_polarity,trace_chunk,trace_component_order
11060,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,334.413945659,CH,SAPK,HG,,47.330517,9.404271,778.0,"bucket9$179,:3,:30001",250.0,1.0,False,2019-07-31T05:31:36.396000Z,,,,2019oxtgem_CH.SAPK.,,,,15000.0,manual,negative,,,,,,,,,,,,,,,,,,,,ZNE
11061,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,337.912133009,CH,SGT04,HH,,47.348435,9.349025,987.0,"bucket8$305,:3,:25310",200.0,1.0,False,2019-07-31T05:31:35.940000Z,,,,2019oxtgem_CH.SGT04.,,,,11999.0,manual,negative,13308.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11062,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,93.078206252,CH,SLE,HH,,47.7645,8.49236,648.0,"bucket8$306,:3,:25154",200.0,1.0,False,2019-07-31T05:31:35.470000Z,,,,2019oxtgem_CH.SLE.,,,,12000.0,manual,positive,13152.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11063,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,65.2972268074,CH,FLACH,EH,,47.57241,8.5679,412.0,"bucket38$71,:3,:14401",120.0,1.0,False,2019-07-31T05:31:35.408333Z,,,,2019oxtgem_CH.FLACH.,,,,7200.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11064,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,51.831480699,CH,STIEG,EH,BT,47.4978,8.65405,637.0,"bucket8$307,:3,:25152",200.0,0.333333333333,False,2019-07-31T05:31:35.109538Z,,,,2019oxtgem_CH.STIEG.BT,,,,12000.0,manual,positive,13150.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11065,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,322.277452552,CH,SGT05,HH,,47.441856,9.455951,856.0,"bucket8$308,:3,:25180",200.0,1.0,False,2019-07-31T05:31:34.885000Z,,,,2019oxtgem_CH.SGT05.,,,,11999.0,manual,negative,13178.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11066,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,23.0518943698,CH,WILA,HH,,47.41483,8.9077,853.0,"bucket38$72,:3,:14401",120.0,1.0,False,2019-07-31T05:31:34.446667Z,,,,2019oxtgem_CH.WILA.,,,,7200.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11067,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,84.6945694359,CH,SCHS,HG,,47.711436,8.636507,472.4,"bucket9$180,:3,:31175",250.0,1.0,False,2019-07-31T05:31:33.756000Z,,,,2019oxtgem_CH.SCHS.,,,,15000.0,manual,positive,16173.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11068,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,316.558332848,CH,SARE,HG,,47.51488,9.43023,414.0,"bucket9$181,:3,:30001",250.0,1.0,False,2019-07-31T05:31:33.680000Z,,,,2019oxtgem_CH.SARE.,,,,14999.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
11069,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,72.3864815707,CH,TRULL,EH,,47.6487,8.68161,525.0,"bucket8$309,:3,:24903",200.0,1.0,False,2019-07-31T05:31:33.465000Z,,,,2019oxtgem_CH.TRULL.,,,,12000.0,manual,positive,12901.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11070,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,342.072968688,CH,SGT18,HH,,47.46716,9.24417,570.0,"bucket8$310,:3,:24903",200.0,1.0,False,2019-07-31T05:31:33.155000Z,,,,2019oxtgem_CH.SGT18.,,,,12000.0,manual,negative,12902.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11071,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,130.70518892,CH,EMING,HH,,47.89519,8.84676,619.0,"bucket8$311,:3,:24741",200.0,1.0,False,2019-07-31T05:31:32.165000Z,,,,2019oxtgem_CH.EMING.,,,,11999.0,manual,positive,12740.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11072,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,319.531204222,CH,ROMAN,HH,BT,47.5643,9.33601,442.0,"bucket8$312,:3,:24737",200.0,0.333333333333,False,2019-07-31T05:31:32.070000Z,,,,2019oxtgem_CH.ROMAN.BT,,,,12000.0,manual,negative,12736.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11073,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,22.0806264642,CH,WEIN,EH,,47.52873,8.98586,555.0,"bucket38$73,:3,:14869",120.0,1.0,False,2019-07-31T05:31:32.008333Z,,,,2019oxtgem_CH.WEIN.,,,,7200.0,manual,positive,7667.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11074,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,66.7305613014,CH,STEIN,EH,,47.66974,8.86899,540.0,"bucket38$74,:3,:14758",120.0,1.0,False,2019-07-31T05:31:31.166333Z,,,,2019oxtgem_CH.STEIN.,,,,7199.0,manual,positive,7557.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11075,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,333.735787929,CH,SKRK,HG,,47.648113,9.180592,403.4,"bucket9$182,:3,:30480",250.0,1.0,False,2019-07-31T05:31:29.524000Z,,,,2019oxtgem_CH.SKRK.,,,,15000.0,manual,undecidable,15478.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11076,2019oxtgem,2019-07-31T05:32:27.100551Z,,47.74030254,0.2833935797,9.113137804,0.2478216599,4.331054688,0.8698650616,dev,3.072428008,0.2880451575,MLh,SED,208.267838238,CH,WALHA,HH,,47.7528,9.1231,419.0,"bucket8$313,:3,:24147",200.0,1.0,True,2019-07-31T05:31:27.930000Z,,,,2019oxtgem_CH.WALHA.,,,,12000.0,manual,positive,12145.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11077,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,71.2047001104,CH,ROTHE,HH,,47.47612,7.92093,681.0,"bucket8$314,:3,:24001",200.0,1.0,False,2019-07-31T05:25:21.330000Z,,,,2019oxtasb_CH.ROTHE.,,,,12000.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
11078,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,71.926148772,CH,SULZ,HH,,47.52753,8.11187,668.0,"bucket8$315,:3,:25978",200.0,0.999961507371,False,2019-07-31T05:25:18.570000Z,,,,2019oxtasb_CH.SULZ.,,,,11999.0,manual,undecidable,13977.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11079,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,10.7434517578,CH,WGT,HH,,47.09838,8.92525,913.9,"bucket8$316,:3,:25898",200.0,1.0,False,2019-07-31T05:25:17.685000Z,,,,2019oxtasb_CH.WGT.,,,,12000.0,manual,undecidable,13897.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11080,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,101.351211025,CH,BERGE,HH,,47.87161,8.17798,963.0,"bucket8$317,:3,:24001",200.0,1.0,False,2019-07-31T05:25:17.210000Z,,,,2019oxtasb_CH.BERGE.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11081,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,86.7055706213,CH,METMA,HH,,47.71217,8.25262,671.0,"bucket8$318,:3,:24001",200.0,1.0,False,2019-07-31T05:25:23.795000Z,,,,2019oxtasb_CH.METMA.,,,,,,,11999.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11082,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,69.0078208437,CH,BOBI,EH,BT,47.54631,8.33985,570.0,"bucket8$319,:3,:25547",200.0,0.333333333333,False,2019-07-31T05:25:15.784999Z,,,,2019oxtasb_CH.BOBI.BT,,,,12000.0,manual,undecidable,13545.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11083,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,43.453335328,CH,ZUR,HH,,47.36921,8.58088,510.0,"bucket8$320,:3,:24001",200.0,1.0,False,2019-07-31T05:25:22.500000Z,,,,2019oxtasb_CH.ZUR.,,,,,,,12000.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11084,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,337.437730494,CH,SGT04,HH,,47.348435,9.349025,987.0,"bucket8$321,:3,:24001",200.0,1.0,False,2019-07-31T05:25:20.135000Z,,,,2019oxtasb_CH.SGT04.,,,,,,,11999.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11085,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,92.8633291788,CH,SLE,HH,,47.7645,8.49236,648.0,"bucket8$322,:3,:25144",200.0,1.0,False,2019-07-31T05:25:13.010000Z,,,,2019oxtasb_CH.SLE.,,,,11999.0,manual,positive,13142.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11086,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,51.2083876277,CH,STIEG,EH,BT,47.4978,8.65405,637.0,"bucket8$323,:3,:24001",200.0,0.333333333333,False,2019-07-31T05:25:12.614538Z,,,,2019oxtasb_CH.STIEG.BT,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11087,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,131.099997063,CH,EMING,HH,,47.89519,8.84676,619.0,"bucket8$324,:3,:24733",200.0,1.0,False,2019-07-31T05:25:09.715000Z,,,,2019oxtasb_CH.EMING.,,,,11999.0,manual,positive,12732.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11088,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,20.8447326937,CH,WEIN,EH,,47.52873,8.98586,555.0,"bucket38$75,:3,:14401",120.0,1.0,False,2019-07-31T05:25:09.575000Z,,,,2019oxtasb_CH.WEIN.,,,,7199.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11089,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,65.5946910507,CH,STEIN,EH,,47.66974,8.86899,540.0,"bucket38$76,:3,:14765",120.0,1.0,False,2019-07-31T05:25:08.699666Z,,,,2019oxtasb_CH.STEIN.,,,,7200.0,manual,positive,7563.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11090,2019oxtasb,2019-07-31T05:26:04.775235Z,,47.74214297,0.3662884973,9.106362471,0.4675713617,3.58203125,1.04000964,dev,1.699223288,0.2997182178,MLh,SED,226.654642122,CH,WALHA,HH,,47.7528,9.1231,419.0,"bucket8$325,:3,:24154",200.0,1.0,True,2019-07-31T05:25:05.550000Z,,,,2019oxtasb_CH.WALHA.,,,,12000.0,manual,negative,12153.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11091,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,67.0418218522,CH,EMMET,HH,,47.43757,8.01358,740.0,"bucket8$326,:3,:24001",200.0,1.0,False,2019-07-31T00:02:26.810000Z,,,,2019oxiilo_CH.EMMET.,,,,11999.0,manual,undecidable,,,,,,,,,,,,,,,,,,,,ZNE
11092,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,71.7173880111,CH,SULZ,HH,,47.52753,8.11187,668.0,"bucket8$327,:3,:25976",200.0,1.0,False,2019-07-31T00:02:24.985000Z,,,,2019oxiilo_CH.SULZ.,,,,11999.0,manual,undecidable,13974.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11093,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,10.8970067053,CH,WGT,HH,,47.09838,8.92525,913.9,"bucket8$328,:3,:25896",200.0,1.0,False,2019-07-31T00:02:24.175000Z,,,,2019oxiilo_CH.WGT.,,,,12000.0,manual,positive,13895.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11094,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,101.000966386,CH,BERGE,HH,,47.87161,8.17798,963.0,"bucket8$329,:3,:24001",200.0,1.0,False,2019-07-31T00:02:23.600000Z,,,,2019oxiilo_CH.BERGE.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11095,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,74.3982780869,CH,ACB,HH,,47.58772,8.25474,468.0,"bucket8$330,:3,:24001",200.0,1.0,False,2019-07-31T00:02:22.810000Z,,,,2019oxiilo_CH.ACB.,,,,11999.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11096,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,86.3735141575,CH,METMA,HH,,47.71217,8.25262,671.0,"bucket8$331,:3,:24001",200.0,1.0,False,2019-07-31T00:02:22.290000Z,,,,2019oxiilo_CH.METMA.,,,,12000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11097,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,68.7613972095,CH,BOBI,EH,BT,47.54631,8.33985,570.0,"bucket8$332,:3,:24001",200.0,0.333333333333,False,2019-07-31T00:02:22.189999Z,,,,2019oxiilo_CH.BOBI.BT,,,,12000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11098,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,330.320744976,CH,LIENZ,HH,,47.294437,9.491773,1567.0,"bucket8$333,:3,:24001",200.0,1.0,False,2019-07-31T00:02:21.695000Z,,,,2019oxiilo_CH.LIENZ.,,,,11999.0,manual,negative,,,,,,,,,,,,,,,,,,,,ZNE
11099,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,43.3840177177,CH,ZUR,HH,,47.36921,8.58088,510.0,"bucket8$334,:3,:25497",200.0,1.0,False,2019-07-31T00:02:21.465000Z,,,,2019oxiilo_CH.ZUR.,,,,11999.0,manual,positive,13495.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11100,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,337.921251175,CH,SGT04,HH,,47.348435,9.349025,987.0,"bucket8$335,:3,:25337",200.0,1.0,False,2019-07-31T00:02:19.970000Z,,,,2019oxiilo_CH.SGT04.,,,,12000.0,manual,negative,13336.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11101,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,92.3667759906,CH,SLE,HH,,47.7645,8.49236,648.0,"bucket8$336,:3,:25145",200.0,1.0,False,2019-07-31T00:02:19.385000Z,,,,2019oxiilo_CH.SLE.,,,,12000.0,manual,positive,13143.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11102,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,64.4895219689,CH,FLACH,EH,,47.57241,8.5679,412.0,"bucket38$77,:3,:14401",120.0,1.0,False,2019-07-31T00:02:19.375000Z,,,,2019oxiilo_CH.FLACH.,,,,7199.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11103,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,51.0363011793,CH,STIEG,EH,BT,47.4978,8.65405,637.0,"bucket8$337,:3,:25163",200.0,0.333333333333,False,2019-07-31T00:02:19.079538Z,,,,2019oxiilo_CH.STIEG.BT,,,,12000.0,manual,positive,13161.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11104,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,322.518643352,CH,SGT05,HH,,47.441856,9.455951,856.0,"bucket8$338,:3,:25158",200.0,1.0,False,2019-07-31T00:02:19.045000Z,,,,2019oxiilo_CH.SGT05.,,,,12000.0,manual,undecidable,13157.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11105,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,330.633515901,CH,STGK,HG,,47.424125,9.37849,673.0,"bucket9$183,:3,:30001",250.0,1.0,False,2019-07-31T00:02:24.224000Z,,,,2019oxiilo_CH.STGK.,,,,,,,14999.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11106,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,22.4072806446,CH,WILA,HH,,47.41483,8.9077,853.0,"bucket38$78,:3,:15071",120.0,1.0,False,2019-07-31T00:02:18.438333Z,,,,2019oxiilo_CH.WILA.,,,,7199.0,manual,positive,7869.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11107,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,46.8966013826,CH,SWIS,HG,,47.50636,8.73,444.4,"bucket9$184,:3,:31310",250.0,1.0,False,2019-07-31T00:02:18.172000Z,,,,2019oxiilo_CH.SWIS.,,,,14999.0,manual,undecidable,16309.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11108,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,83.7175574144,CH,SCHS,HG,,47.711436,8.636507,472.4,"bucket9$185,:3,:31174",250.0,1.0,False,2019-07-31T00:02:17.668000Z,,,,2019oxiilo_CH.SCHS.,,,,15000.0,manual,positive,16173.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11109,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,316.947874633,CH,SARE,HG,,47.51488,9.43023,414.0,"bucket9$186,:3,:30001",250.0,1.0,False,2019-07-31T00:02:17.716000Z,,,,2019oxiilo_CH.SARE.,,,,15000.0,manual,positive,,,,,,,,,,,,,,,,,,,,ZNE
11110,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,71.3154360485,CH,TRULL,EH,,47.6487,8.68161,525.0,"bucket8$339,:3,:24919",200.0,1.0,False,2019-07-31T00:02:17.415000Z,,,,2019oxiilo_CH.TRULL.,,,,11999.0,manual,positive,12917.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11111,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,342.003624469,CH,SGT18,HH,,47.46716,9.24417,570.0,"bucket8$340,:3,:24920",200.0,1.0,False,2019-07-31T00:02:17.165000Z,,,,2019oxiilo_CH.SGT18.,,,,12000.0,manual,negative,12918.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11112,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,319.982408964,CH,ROMAN,HH,BT,47.5643,9.33601,442.0,"bucket8$341,:3,:24748",200.0,0.333333333333,False,2019-07-31T00:02:16.080000Z,,,,2019oxiilo_CH.ROMAN.BT,,,,11999.0,manual,undecidable,12746.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11113,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,21.1064180899,CH,WEIN,EH,,47.52873,8.98586,555.0,"bucket38$79,:3,:14880",120.0,1.0,False,2019-07-31T00:02:16.000000Z,,,,2019oxiilo_CH.WEIN.,,,,7200.0,manual,positive,7679.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11114,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,130.052658595,CH,EMING,HH,,47.89519,8.84676,619.0,"bucket8$342,:3,:24750",200.0,1.0,False,2019-07-31T00:02:16.030000Z,,,,2019oxiilo_CH.EMING.,,,,12000.0,manual,positive,12748.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11115,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,64.9059845195,CH,STEIN,EH,,47.66974,8.86899,540.0,"bucket38$80,:3,:14766",120.0,1.0,False,2019-07-31T00:02:15.108000Z,,,,2019oxiilo_CH.STEIN.,,,,7200.0,manual,positive,7564.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
11116,2019oxiilo,2019-07-31T00:03:11.154587Z,,47.74561934,0.2680898227,9.110020228,0.2395217577,3.518554688,1.020106132,dev,2.28046256,0.2981986236,MLh,SED,333.985029437,CH,SKRK,HG,,47.648113,9.180592,403.4,"bucket9$187,:3,:30473",250.0,1.0,False,2019-07-31T00:02:13.668000Z,,,,2019oxiilo_CH.SKRK.,,,,14999.0,manual,undecidable,15471.0,manual,undecidable,,,,,,,,,,,,,,,,,ZNE
